Keep,AutoCtr,StockCode,sciname,FamCode,PopLWRef,LengthMin,LengthMax,Type,LmaxCompare,EsQ,Number,Sex,a,aTL,b,CoeffDetermination,SEa,SEb,SDa,SDb,LCLa,UCLa,LCLb,UCLb,Method,Locality,DataRef,C_Code,Comment,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,SpecCode
,2160,711,Limanda limanda,440,7026,NA,NA,NA,NA,NA,NA,female,0.00495,NA,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Isle of Man,7026,826,NA,3,1994-06-01T00:00:00.000Z,NA,1994-06-01T00:00:00.000Z,NA,NA,NA,695
,2161,711,Limanda limanda,440,7026,NA,NA,NA,NA,NA,NA,male,0.00566,NA,3.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Isle of Man,7026,826,NA,3,1994-06-01T00:00:00.000Z,NA,1994-06-01T00:00:00.000Z,NA,NA,NA,695
,2162,711,Limanda limanda,440,7158,NA,NA,NA,NA,NA,303,unsexed,0.00583,NA,3.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Douarnenez Bay, Brittany",7158,250,NA,3,1994-06-26T00:00:00.000Z,NA,1994-06-26T00:00:00.000Z,NA,NA,NA,695
,2163,711,Limanda limanda,440,54271,NA,NA,TL,NA,NA,170,mixed,0.00545,NA,3.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"not specified (ICES division), 1986",54271,826A,Year based on publication.,393,2008-12-08T00:00:00.000Z,NA,2008-12-08T00:00:00.000Z,NA,NA,NA,695
,35828,711,Limanda limanda,NA,96303,NA,NA,TL,NA,NA,NA,female,0.0103,NA,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,southern North Sea,NA,528,Length is presumed to be TL. Data source: FRISBE-BTS,3,2014-06-20T00:00:00.000Z,NA,2014-06-20T00:00:00.000Z,NA,NA,NA,695
,35829,711,Limanda limanda,NA,96303,NA,NA,TL,NA,NA,NA,male,0.0071,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,southern North Sea,NA,528,Length is presumed to be TL. Data source: FRISBE-BTS,3,2014-06-20T00:00:00.000Z,NA,2014-06-20T00:00:00.000Z,NA,NA,NA,695
,11462,56744,Limanda limanda,NA,94462,5,40,TL,NA,NA,3778,mixed,0.00545,NA,3.23,0.989,NA,NA,0.212,NA,0.00527,0.00564,3.22,3.24,Type I linear regression,ICES areas 22-32,94462,NA,ICES SMALK data from 2007-11.,393,2013-11-26T00:00:00.000Z,NA,2013-11-26T00:00:00.000Z,NA,NA,NA,695
Y,11461,58234,Limanda limanda,NA,94462,10,33,TL,NA,NA,462,mixed,0.0068,NA,3.14,0.981,NA,NA,0.076,NA,0.00604,0.00772,3.1,3.18,Type I linear regression,"North Sea, Sub-area IV",94462,NA,ICES SMALK data from 2007-11.,393,2013-11-26T00:00:00.000Z,NA,2013-11-26T00:00:00.000Z,NA,NA,NA,695
Y,1144,266,Mallotus villosus,80,1080,NA,NA,TL,NA,NA,NA,female,0.00215,0.00215,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Labrador Sea,1080,124B,NA,3,1997-03-30T00:00:00.000Z,NA,1997-12-16T00:00:00.000Z,NA,NA,NA,252
Y,1145,266,Mallotus villosus,80,1080,NA,NA,TL,NA,NA,NA,male,0.00146,0.00146,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Labrador Sea,1080,124B,NA,3,1997-03-30T00:00:00.000Z,NA,1997-03-30T00:00:00.000Z,NA,NA,NA,252
,1146,266,Mallotus villosus,80,56527,NA,NA,FL,NA,NA,NA,Mixed,0.00283,0,3.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Gulf of Anadyr (Bering Sea),NA,643,NA,1287,2006-03-22T23:43:11.000Z,NA,2006-03-22T23:43:11.000Z,NA,NA,NA,252
N,1147,266,Mallotus villosus,80,56527,NA,NA,FL,NA,NA,NA,Mixed,0.0219,0,2.5951,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Peter the Great Bay (Sea of Japan),NA,643,NA,1287,2006-03-22T23:44:04.000Z,NA,2006-03-22T23:44:04.000Z,NA,NA,NA,252
Y,1499,353,Menidia menidia,218,7159,NA,NA,TL,NA,NA,338,mixed,0.00602,0.00602,3.023,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Annapolis River, Nova Scotia",7159,124,NA,3,1994-06-26T00:00:00.000Z,NA,1996-11-14T00:00:00.000Z,NA,NA,NA,339
,10161,39,Merlangius merlangus,183,6014,11,49,TL,NA,NA,982,unsexed,0.00344,0.00344,3.258,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Bay of Biscay,6014,250,NA,3,1993-08-16T00:00:00.000Z,3,2013-02-07T00:00:00.000Z,NA,NA,NA,29
Y,159,39,Merlangius merlangus,183,6014,4,50,TL,NA,NA,1330,unsexed,0.00621,0.00621,3.103,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,East and West Channel,6014,250,NA,3,1993-08-18T00:00:00.000Z,3,2013-02-07T00:00:00.000Z,NA,NA,NA,29
,10162,39,Merlangius merlangus,183,6014,NA,NA,NA,NA,NA,NA,unsexed,0.00748,NA,3.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Western,6014,826B,NA,3,1993-08-18T00:00:00.000Z,3,2013-02-07T00:00:00.000Z,NA,NA,NA,29
,160,39,Merlangius merlangus,183,6014,NA,NA,NA,NA,NA,NA,unsexed,0.00984,NA,2.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,North Sea,6014,826,NA,3,1993-08-18T00:00:00.000Z,3,2013-02-07T00:00:00.000Z,NA,NA,NA,29
,10163,39,Merlangius merlangus,183,42455,9,37,TL,NA,NA,569,mixed,0.00566,0.00566,3.119,0.95004,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Thermaikos/Thracian Sea, 1992-93",27055,300,NA,3,2002-08-01T00:00:00.000Z,65,2011-07-15T00:00:00.000Z,NA,NA,NA,29
,161,39,Merlangius merlangus,183,54271,NA,NA,TL,NA,NA,393,mixed,0.00556,NA,3.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"not specified (ICES division), 1986",54271,826A,Year based on publication.,393,2008-12-08T00:00:00.000Z,NA,2008-12-08T00:00:00.000Z,NA,NA,NA,29
,10164,39,Merlangius merlangus,183,56510,8,26,TL,NA,NA,NA,Mixed,0.008,0.008,3.0863,0.9988,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Black Sea,NA,810,NA,1287,2006-03-21T18:55:08.000Z,65,2011-07-15T00:00:00.000Z,NA,NA,NA,29
,162,39,Merlangius merlangus,183,59118,14.7,33.4,TL,NA,NA,1134,unsexed,0.0058,NA,3.063,0.919,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"River Mirna estuary, northern Adriatic, 2000-2004",59118,191,NA,3,2009-05-04T00:00:00.000Z,NA,2009-05-07T00:00:00.000Z,NA,NA,NA,29
,10204,39,Merlangius merlangus,183,86700,6.7,29.5,TL,NA,NA,943,unsexed,0.004,NA,3.169,0.983,NA,0.013,NA,NA,NA,NA,3.143,3.196,type I linear regression,"Eastern Black Sea, 2007",NA,792,NA,3,2011-11-10T00:00:00.000Z,65,2014-03-12T00:00:00.000Z,NA,NA,NA,29
,10201,39,Merlangius merlangus,183,86715,8.8,22.7,TL,NA,NA,480,Female,0.007,NA,3.0118,0.96,NA,NA,NA,NA,NA,NA,2.962,3.062,Type II linear regression,"Central Black Sea, 2004-2005",86715,792,NA,3,2011-11-10T00:00:00.000Z,NA,2011-11-11T00:00:00.000Z,NA,NA,NA,29
,10202,39,Merlangius merlangus,183,86715,8.1,22.4,TL,NA,NA,400,Male,0.0084,NA,2.9303,0.94,NA,NA,NA,NA,NA,NA,NA,NA,type II linear regression,"Central Black Sea, 2004-2005",86715,792,NA,3,2011-11-10T00:00:00.000Z,3,2012-09-05T19:25:13.000Z,NA,NA,NA,29
,10203,39,Merlangius merlangus,183,86715,7.7,22.7,TL,NA,NA,904,Mixed,0.0067,NA,3.0248,0.96,NA,NA,NA,NA,NA,NA,2.987,3.063,Type II linear regression,"Central Black Sea, 2004-2005",86715,792,NA,3,2011-11-10T00:00:00.000Z,NA,2011-11-11T00:00:00.000Z,NA,NA,NA,29
,10205,39,Merlangius merlangus,183,88088,7.6,24.2,TL,NA,NA,166,unsexed,0.0047,NA,3.149,0.943,NA,NA,NA,NA,NA,NA,3.087,3.212,type I linear regression,"northern Sea of Marmara, 2006-2007 (Nov.-Mar.)",88088,792,NA,3,2011-11-10T00:00:00.000Z,NA,2011-11-11T00:00:00.000Z,NA,NA,NA,29
,11201,39,Merlangius merlangus,NA,89795,8.8,22.7,TL,NA,NA,480,female,0.007,0.007,3.0118,0.96,NA,0.05,NA,NA,NA,NA,NA,NA,Type I linear regression,middle Black Sea / 2004-2005.,NA,792,NA,65,2012-10-17T00:00:00.000Z,NA,2012-10-17T00:00:00.000Z,NA,NA,NA,29
,11203,39,Merlangius merlangus,NA,89795,8.1,22.4,TL,NA,Yes,400,male,0.084,0.084,2.9303,0.94,NA,0.075,NA,NA,NA,NA,NA,NA,Type I linear regression,middle Black Sea / 2004-2005.,NA,792,NA,65,2012-10-17T00:00:00.000Z,NA,2012-10-17T00:00:00.000Z,NA,NA,NA,29
,11204,39,Merlangius merlangus,NA,89795,7.7,22.7,TL,NA,NA,904,mixed,0.0067,0.0067,3.0248,0.96,NA,0.038,NA,NA,NA,NA,NA,NA,Type I linear regression,middle Black Sea / 2004-2005.,NA,792,NA,65,2012-10-17T00:00:00.000Z,NA,2012-10-17T00:00:00.000Z,NA,NA,NA,29
,35971,39,Merlangius merlangus,NA,91128,5.5,22.5,TL,NA,NA,3715,unsexed,0.004,0.004,3.151,0.99,NA,0.15,NA,NA,NA,NA,NA,NA,Type I linear regression,"Black Sea, 2006-2008",91128,100,NA,393,2014-07-29T00:00:00.000Z,NA,2014-07-29T00:00:00.000Z,NA,NA,NA,29
,5845,4317,Myoxocephalus polyacanthocephalus,277,40637,49.5,49.5,TL,NA,NA,1,unsexed,0.02798,0.02798,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,L-W relationship calculated from data in Ref. 40637.,3,2002-04-12T00:00:00.000Z,NA,2002-04-13T00:00:00.000Z,NA,NA,NA,4121
,5846,4317,Myoxocephalus polyacanthocephalus,277,43945,29,75,TL,NA,NA,837,Female,0.0062,0.0062,3.2535,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Kamchatka/19479-1980,NA,643,NA,1287,2006-03-14T01:06:31.000Z,NA,2006-03-14T01:06:31.000Z,NA,NA,NA,4121
,5847,4317,Myoxocephalus polyacanthocephalus,277,43945,29,50,TL,NA,NA,324,Male,0.0092,0.0092,3.1297,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Kamchatka/1979-1980,NA,643,NA,1287,2006-03-14T01:05:26.000Z,NA,2006-03-14T01:05:26.000Z,NA,NA,NA,4121
,5848,4317,Myoxocephalus polyacanthocephalus,277,56472,NA,NA,TL,NA,NA,NA,Mixed,0.007,0.007,3.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Sea of Okhotsk,NA,643,NA,1287,2006-03-17T16:44:55.000Z,NA,2006-03-17T16:44:55.000Z,NA,NA,NA,4121
Y,5849,4317,Myoxocephalus polyacanthocephalus,277,80637,39,79,TL,NA,NA,347,mixed,0.0123,NA,3.08,0.926,NA,NA,NA,NA,NA,NA,2.99,3.17,type I linear regression,"western Bering Sea (Russian EEZ and within 54°-60°N, 164°E-177°W), 1990; 1995-98",80637,643,NA,3,2009-03-31T00:00:00.000Z,NA,2011-05-19T00:00:00.000Z,NA,NA,NA,4121
Y,36628,1016,Oligoplites saliens,NA,94907,6.5,18.3,TL,NA,NA,30,unsexed,0.0069,NA,2.9,0.988,NA,NA,NA,NA,0.00533,0.00987,2.78,3.02,Type I linear regression,Parana´ state coast / 2004 - 2005,NA,484,NA,65,2015-06-23T00:00:00.000Z,NA,2015-06-23T00:00:00.000Z,NA,NA,NA,1000
Y,5226,3265,Opsanus tau,189,744,NA,NA,NA,NA,NA,NA,female,0.00885,NA,3.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Paxtuxent River, Solomons, Maryland",744,840,NA,3,1995-11-29T00:00:00.000Z,NA,1995-11-29T00:00:00.000Z,NA,NA,NA,3069
Y,5227,3265,Opsanus tau,189,744,NA,NA,NA,NA,NA,NA,male,0.0068,NA,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Paxtuxent River, Solomons, Maryland",744,840,NA,3,1995-11-29T00:00:00.000Z,NA,1995-11-29T00:00:00.000Z,NA,NA,NA,3069
Y,65,5,Orthopristis chrysoptera,327,6937,15.6,23.4,FL,NA,NA,49,unsexed,0.0149,NA,3.189,0.95,0.024,0.104,NA,NA,NA,NA,NA,NA,type I linear regression,Southern Florida,6937,840,NA,82,1994-05-14T00:00:00.000Z,3,2011-07-29T00:00:00.000Z,NA,NA,NA,5
,36554,5,Orthopristis chrysoptera,NA,95265,5.3,22.5,SL,NA,NA,146,unsexed,0.0203,NA,3.058,0.983,NA,0.033,NA,NA,NA,NA,2.993,3.123,Type I linear regression,"Celestun lagoon, Yucatan, 1990-2006",95265,484,Weight range: 3.30 - 206.67 g. LWR for juveniles.,393,2015-04-02T00:00:00.000Z,NA,2015-04-02T00:00:00.000Z,NA,NA,NA,5
Y,5882,4424,Paralichthys californicus,514,40637,52.7,132,TL,NA,NA,60,unsexed,0.00814,0.00814,3.071,0.93896,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,NA,NA,L-W relationship calculated from data in Ref. 40637.,3,2002-04-08T00:00:00.000Z,NA,2002-04-08T00:00:00.000Z,NA,NA,NA,4228
,5902,4444,Parophrys vetulus,440,4511,NA,NA,NA,NA,NA,159,unsexed,0.00383,NA,3.127,0.9409,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"North Puget Sound, Washington",4511,840,NA,3,1992-07-27T00:00:00.000Z,NA,1993-06-02T00:00:00.000Z,NA,NA,NA,4248
Y,5903,4444,Parophrys vetulus,440,56527,22,55,TL,no,NA,1643,Mixed,0.01429,0.01429,2.9036,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Strait of Georgia,NA,124C,NA,1287,2006-03-23T20:45:37.000Z,3,2012-03-30T00:00:00.000Z,NA,NA,NA,4248
,5904,4445,Platichthys stellatus,440,40637,54.1,51.4,TL,NA,NA,1,unsexed,0.0125,0.0125,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,L-W relationship calculated from data in Ref. 40637.,3,2002-04-12T00:00:00.000Z,NA,2002-04-13T00:00:00.000Z,NA,NA,NA,4249
Y,5905,4445,Platichthys stellatus,440,56527,27,64,TL,NA,NA,263,Mixed,0.00359,0.00359,3.3433,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Br. Columbia,NA,124C,NA,1287,2006-03-23T18:59:04.000Z,NA,2006-03-23T18:59:04.000Z,NA,NA,NA,4249
,5906,4445,Platichthys stellatus,440,56527,22,51,TL,NA,NA,297,Mixed,0.01531,0.01531,2.9993,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Sea of Japan,NA,643,NA,1287,2006-03-23T18:58:04.000Z,NA,2006-03-23T18:58:04.000Z,NA,NA,NA,4249
,3342,1360,Pleuronectes platessa,440,4552,NA,NA,NA,NA,NA,NA,unsexed,0.00892,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Lowestoft, North Sea",NA,826A,NA,3,1992-08-14T00:00:00.000Z,NA,1993-05-29T00:00:00.000Z,NA,NA,NA,1342
,3343,1360,Pleuronectes platessa,440,6014,2,70,TL,NA,NA,492,unsexed,0.00526,0.00526,3.225,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Bay of Biscay,6014,250,NA,3,1993-08-16T00:00:00.000Z,3,2013-02-07T00:00:00.000Z,NA,NA,NA,1342
Y,3344,1360,Pleuronectes platessa,440,6014,2,63,TL,NA,NA,4562,unsexed,0.0103,0.0103,3.017,0.996,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,East and West Channel,6014,250,NA,3,1993-08-18T00:00:00.000Z,3,2013-02-07T00:00:00.000Z,NA,NA,NA,1342
,3345,1360,Pleuronectes platessa,440,7158,NA,NA,NA,NA,NA,316,unsexed,0.00962,NA,3.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Douarnenez Bay, Brittany",7158,250,NA,3,1994-06-26T00:00:00.000Z,NA,1994-06-26T00:00:00.000Z,NA,NA,NA,1342
,3346,1360,Pleuronectes platessa,440,34032,NA,NA,TL,NA,NA,NA,unsexed,0.011,0.011,3.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Anglesey, North Wales, 1988 (autumn )",34032,826A,NA,3,2000-06-06T00:00:00.000Z,NA,2002-06-13T00:00:00.000Z,NA,NA,NA,1342
,3347,1360,Pleuronectes platessa,440,54271,NA,NA,TL,NA,NA,453,mixed,0.0089,NA,3.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"not specified (ICES division), 1986",54271,826A,Year based on publication.,393,2008-12-08T00:00:00.000Z,NA,2008-12-08T00:00:00.000Z,NA,NA,NA,1342
,11467,56799,Pleuronectes platessa,NA,94462,8.5,55,TL,NA,NA,7191,mixed,0.0107,NA,2.97,0.986,NA,NA,0.048,NA,0.00977,0.0103,2.97,2.99,Type I linear regression,"North Sea, Sub- area IV",94462,NA,ICES SMALK data from 2000-12.,393,2013-11-26T00:00:00.000Z,NA,2013-11-26T00:00:00.000Z,NA,NA,NA,1342
,11468,58239,Pleuronectes platessa,NA,94462,NA,NA,NA,NA,NA,8379,mixed,0.0101,NA,3,0.979,NA,NA,NA,NA,0.00975,0.0104,2.99,3.01,Type I linear regression,"Kattegat, Belt and Sounds",94462,NA,ICES SMALK data from 2000-12.,393,2013-11-26T00:00:00.000Z,NA,2013-11-26T00:00:00.000Z,NA,NA,NA,1342
,11469,58241,Pleuronectes platessa,NA,94462,NA,NA,NA,NA,NA,3821,mixed,0.0123,NA,2.94,0.976,NA,NA,NA,NA,0.0117,0.0129,2.92,2.95,Type I linear regression,"Baltic Sea, subdivisions 24-32",94462,NA,ICES SMALK data from 2000-12.,393,2013-11-26T00:00:00.000Z,NA,2013-11-26T00:00:00.000Z,NA,NA,NA,1342
Y,8717,9512,Pomatoschistus marmoratus,405,50932,1.2,6.2,TL,NA,NA,3538,unsexed,0.0051,0.0051,3.308,0.95063,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Strymon estuary, NW Aegean, 1997-99",50932,300,NA,3,2004-04-17T00:00:00.000Z,NA,2017-04-04T00:00:00.000Z,NA,NA,NA,9191
,8718,9512,Pomatoschistus marmoratus,405,50932,1.9,5.9,TL,NA,NA,44,unsexed,0.0066,0.0066,3.198,0.95844,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Porto-Lagos, NE Aegean, 1988-90",50932,300,NA,3,2004-04-17T00:00:00.000Z,NA,2017-04-04T00:00:00.000Z,NA,NA,NA,9191
,8719,9512,Pomatoschistus marmoratus,405,50932,2.9,5.7,TL,NA,NA,23,unsexed,0.0156,0.0156,2.71,0.91394,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Rihios estuary, NW Aegean, 1997-99",50932,300,NA,3,2004-04-17T00:00:00.000Z,NA,2017-04-04T00:00:00.000Z,NA,NA,NA,9191
,8720,9512,Pomatoschistus marmoratus,405,59098,2,3.7,FL,NA,NA,56,unsexed,0.00511,NA,3.54,0.89492,NA,0.164,NA,NA,NA,NA,NA,NA,type I linear regression,"Segura River basin (reservoirs), 2000-2004",59098,724,NA,3,2008-10-30T00:00:00.000Z,3,2011-11-17T00:00:00.000Z,NA,NA,NA,9191
,8721,9512,Pomatoschistus marmoratus,405,59099,1.4,5.5,TL,NA,NA,1710,unsexed,0.00756,NA,3.15,0.95453,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Mar Menor lagoon, 2002-2004",59099,724,NA,3,2008-10-30T00:00:00.000Z,NA,2008-10-30T00:00:00.000Z,NA,NA,NA,9191
,8722,9512,Pomatoschistus marmoratus,405,59118,1.2,4.4,TL,NA,NA,388,unsexed,0.0051,NA,3.29,0.955,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"River Neretva estuary, middle Adriatic, 2000-2004",59118,191,NA,3,2009-05-06T00:00:00.000Z,NA,2009-05-07T00:00:00.000Z,NA,NA,NA,9191
,3118,1261,Prionotus punctatus,266,8571,5,20,NA,NA,yes,94,juvenile,0.0066,NA,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Southeast Zone,NA,192,NA,3,1995-01-17T00:00:00.000Z,3,2012-03-30T00:00:00.000Z,NA,NA,NA,1245
,3119,1261,Prionotus punctatus,266,39376,6.6,43,TL,NA,NA,1076,unsexed,0.0056,0.0056,3.238,0.96826,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Rio Grande do Sul (28°-34°S),39376,76,NA,3,2001-08-14T00:00:00.000Z,3,2002-06-12T00:00:00.000Z,NA,NA,NA,1245
,3120,1261,Prionotus punctatus,NA,40728,2.9,37.5,TL,NA,NA,862,Unsexed,0.00938,NA,3.095,0.98,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern region (São Sebastião System), São Paulo, 1997",40728,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1245
,3121,1261,Prionotus punctatus,266,54998,10,43,TL,NA,NA,NA,unsexed,0.0129,0.0129,3.009,0.95844,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"southern region, 1998-1999",54998,76,NA,3,2005-07-29T00:00:00.000Z,3,2005-07-29T00:00:00.000Z,NA,NA,NA,1245
,3122,1261,Prionotus punctatus,266,55926,NA,NA,TL,NA,NA,NA,mixed,0.0179,0.0179,2.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Southwestern EEZ of Brazil.,NA,76,NA,1,2005-12-05T00:00:00.000Z,NA,2005-12-05T00:00:00.000Z,NA,NA,NA,1245
,3123,1261,Prionotus punctatus,266,80009,4.3,19.1,TL,NA,yes,47,juvenile,0.00116,NA,3.047,0.98605,0.109,0.049,NA,NA,NA,NA,NA,NA,type I linear regression,"Espirito Santo (0°S - 25°S), 2003-2004",80009,76,NA,3,2009-01-20T00:00:00.000Z,2,2014-05-14T00:00:00.000Z,NA,NA,NA,1245
,3124,1261,Prionotus punctatus,266,80009,2.2,13.2,TL,NA,yes,42,juvenile,0.0183,NA,2.804,0.99002,0.077,0.039,NA,NA,NA,NA,NA,NA,type I linear regression,"Paraná (0°S - 25°S), 2003-2004",80009,76,NA,3,2009-01-20T00:00:00.000Z,2,2014-05-14T00:00:00.000Z,NA,NA,NA,1245
,3125,1261,Prionotus punctatus,NA,83781,3,28,TL,NA,NA,NA,Unsexed,0.00557,NA,3.2409,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Anchieta Island, São Paulo, 1987",83781,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1245
Y,3126,1261,Prionotus punctatus,NA,83815,NA,NA,TL,NA,NA,2674,Mixed,0.00971,NA,3.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southern region, 1990-1993",83815,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1245
,3127,1261,Prionotus punctatus,NA,83872,2.2,38.6,TL,NA,NA,3018,Unsexed,0.0116,NA,2.96,0.98,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern region, 1995-1996",83872,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1245
,35409,1261,Prionotus punctatus,NA,94841,3.8,12.7,TL,NA,NA,36,unsexed,0.0139,NA,2.967,0.98,NA,NA,NA,NA,0.0107,0.018,2.834,3.1,Type I linear regression,southern Bahia / 2003-2005,NA,76,NA,65,2014-03-13T00:00:00.000Z,NA,2014-03-13T00:00:00.000Z,NA,NA,NA,1245
,36687,1261,Prionotus punctatus,NA,94907,3,17.4,TL,NA,NA,152,unsexed,0.00729,NA,2.98,0.989,NA,NA,NA,NA,0.00663,0.00801,2.93,3.03,Type I linear regression,Parana´ state coast / 2004 - 2005,NA,76,NA,65,2015-06-29T00:00:00.000Z,NA,2015-06-29T00:00:00.000Z,NA,NA,NA,1245
,3249,1343,Pseudorhombus arsius,514,3643,NA,NA,NA,NA,NA,NA,unsexed,0.00298,NA,3.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,3643,414,used whole weight,3,1992-05-28T00:00:00.000Z,NA,1993-05-05T00:00:00.000Z,NA,NA,NA,1325
,3250,1343,Pseudorhombus arsius,514,4749,8.5,25,TL,NA,NA,90,unsexed,0.00676,0.00676,3.076,0.9722,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Northern Territory, 1987-88",4749,36,NA,3,1992-11-07T00:00:00.000Z,NA,1993-05-05T00:00:00.000Z,NA,NA,NA,1325
Y,3251,1343,Pseudorhombus arsius,514,5989,10,29,NA,NA,NA,376,female,0.00444,NA,3.176,0.98605,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,5989,356,NA,3,1993-08-18T00:00:00.000Z,NA,1994-06-19T00:00:00.000Z,NA,NA,NA,1325
