Keep,AutoCtr,StockCode,sciname,FamCode,PopLWRef,LengthMin,LengthMax,Type,LmaxCompare,EsQ,Number,Sex,a,aTL,b,CoeffDetermination,SEa,SEb,SDa,SDb,LCLa,UCLa,LCLb,UCLb,Method,Locality,DataRef,C_Code,Comment,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,SpecCode
Y,3252,1343,Pseudorhombus arsius,514,5989,10,27.7,NA,NA,NA,385,male,0.00608,NA,3.119,0.98208,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,5989,356,NA,3,1993-08-18T00:00:00.000Z,NA,1994-06-19T00:00:00.000Z,NA,NA,NA,1325
,3253,1343,Pseudorhombus arsius,514,37813,2.1,13.8,SL,NA,NA,10,unsexed,0.0142,NA,3.132,0.995,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"estuaries, 1993-99",37813,710,NA,3,2001-04-20T00:00:00.000Z,3,2011-09-29T00:00:00.000Z,NA,NA,NA,1325
Y,5274,3469,Pungitius pungitius,260,30504,2.7,4,SL,NA,NA,4,unsexed,0.01102,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00.000Z,NA,1999-06-15T00:00:00.000Z,NA,NA,NA,3273
Y,4891,2745,Rhinobatos productus,17,6323,130,130,TL,no,NA,1,unsexed,0.00396,0.00396,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from data given in Reference.,1,1999-06-17T00:00:00.000Z,3,2012-03-30T00:00:00.000Z,NA,NA,NA,2549
,4034,1897,Salaria pavo,392,50932,6.5,10.3,TL,NA,NA,5,unsexed,0.011,0.011,2.977,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Rihios estuary, NW Aegean, 1997-99",50932,300,NA,3,2004-04-17T00:00:00.000Z,NA,2017-04-04T00:00:00.000Z,NA,NA,NA,1701
Y,4035,1897,Salaria pavo,392,59099,1.5,12.7,TL,NA,NA,724,unsexed,0.0103,NA,3.023,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Mar Menor lagoon, 2002-2004",59099,724,NA,3,2008-10-30T00:00:00.000Z,3,2010-07-10T00:00:00.000Z,NA,NA,NA,1701
,3780,1698,Sardinella brasiliensis,43,31494,NA,NA,TL,NA,NA,NA,unsexed,0.00351,0.00351,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern coast, 1977-82",31494,76,NA,3,2002-10-25T00:00:00.000Z,NA,2002-10-25T00:00:00.000Z,NA,NA,NA,1505
,3781,1698,Sardinella brasiliensis,43,54999,8,25,TL,NA,NA,NA,unsexed,0.00425,0.00425,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Santa Catarina, 2002-2003",54999,76,NA,3,2005-07-29T00:00:00.000Z,3,2005-07-29T00:00:00.000Z,NA,NA,NA,1505
,3782,1698,Sardinella brasiliensis,NA,55642,15.8,18.5,FL,NA,NA,40,Unsexed,0.0086,NA,3.155,0.891,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Central coast, 1993-2000",55642,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1505
,3783,1698,Sardinella brasiliensis,NA,83835,NA,NA,TL,NA,NA,NA,Unsexed,0.00327,NA,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern coast, 1977-1992",31494,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1505
,3784,1698,Sardinella brasiliensis,NA,83835,NA,NA,TL,NA,NA,NA,Unsexed,0.00339,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern coast, 1977-1992",31494,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1505
,3785,1698,Sardinella brasiliensis,NA,83835,NA,NA,TL,NA,NA,NA,Unsexed,0.0039,NA,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern coast, 1977-1992",31494,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1505
,3786,1698,Sardinella brasiliensis,NA,83835,NA,NA,TL,NA,NA,NA,Unsexed,0.004,NA,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern coast, 1977-1992",31494,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1505
,3787,1698,Sardinella brasiliensis,NA,83835,NA,NA,TL,NA,NA,NA,Unsexed,0.00454,NA,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern coast, 1977-1992",31494,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,1505
Y,36121,1698,Sardinella brasiliensis,NA,97037,2.6,5.4,TL,NA,Yes,118,unsexed,0.003,NA,3.547,0.95,NA,0.075,NA,NA,NA,NA,3.396,3.697,Type I linear regression,"Marica, Sacuarema, Araruama coastal lagoons, South western Brazil / 2011.",NA,76,narrow length range of specimens,65,2014-08-14T00:00:00.000Z,NA,2014-08-14T00:00:00.000Z,NA,NA,NA,1505
,3736,1670,Sardinops sagax,43,850,18.2,21.6,TL,NA,NA,5,unsexed,0.00761,0.00761,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,NA,NA,810,NA,3,1998-09-17T00:00:00.000Z,NA,2001-09-05T00:00:00.000Z,NA,NA,NA,1477
,3737,1670,Sardinops sagax,43,3678,NA,NA,SL,NA,NA,NA,unsexed,0.0203,0.01135,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,3670,710,NA,3,1992-05-31T00:00:00.000Z,3,2003-05-29T00:00:00.000Z,NA,NA,NA,1477
,3738,1670,Sardinops sagax,43,11192,NA,NA,NA,NA,yes,NA,unsexed,0.00526,NA,3.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Sea of Japan,11192,392,NA,168,1997-07-10T00:00:00.000Z,3,2003-05-29T00:00:00.000Z,NA,NA,NA,1477
,3739,1670,Sardinops sagax,43,27750,NA,NA,SL,NA,NA,NA,unsexed,0.0203,0.01126,2.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,47159,710,NA,3,2003-05-29T00:00:00.000Z,NA,2003-05-29T00:00:00.000Z,NA,NA,NA,1477
,3740,1670,Sardinops sagax,43,37813,2.3,20.8,SL,NA,NA,28,unsexed,0.00703,0.00213,3.23,0.984,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"estuaries, 1993-99",37813,710,NA,3,2001-04-21T00:00:00.000Z,3,2011-09-29T00:00:00.000Z,NA,NA,NA,1477
,3741,1670,Sardinops sagax,NA,54657,NA,NA,SL,NA,No,23,unsexed,0.00637,NA,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"off southern California, 1971-78",54657,840,Intercept given in Table 1 of Ref. 54657 was adjusted here for L-W in g-cm; original L-W presumed to be in mg-mm as can be deduced from Table 2.,3,2009-09-16T00:00:00.000Z,NA,2009-09-23T00:00:00.000Z,NA,NA,NA,1477
Y,3742,1670,Sardinops sagax,43,56209,7,28.8,SL,NA,No,1000,Mixed,0.00763,0.004,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"San Pedro, California, 1921 - 1927",NA,840,Converted from mm (a = 0.0000054) to cm.,1,2006-02-22T19:02:01.000Z,3,2010-04-10T00:00:00.000Z,NA,NA,NA,1477
,3743,1670,Sardinops sagax,43,56239,NA,NA,SL,NA,NA,112,Male,0.009,0.00476,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"California, 1928",NA,840,"""Adult male California sardines.""",1,2006-02-28T23:28:29.000Z,NA,2006-02-28T23:28:29.000Z,NA,NA,NA,1477
Y,35846,21163,Scartichthys viridis,NA,95867,5.5,19,TL,NA,NA,126,unsexed,0.0191,0.0191,2.736,0.86,NA,1.019,NA,NA,NA,NA,NA,NA,Type I linear regression,Northern and central coast of Chile/ 2004-2005; 2012-2013.,NA,152,NA,65,2014-06-23T00:00:00.000Z,NA,2014-06-23T00:00:00.000Z,NA,NA,NA,27051
,2983,1207,Sciaenops ocellatus,331,6323,144,144,TL,NA,NA,1,unsexed,0.0143,0.0143,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from data given in Reference.,1,1999-06-17T00:00:00.000Z,NA,2002-01-27T00:00:00.000Z,NA,NA,NA,1191
,2984,1207,Sciaenops ocellatus,331,32121,24.2,100,FL,NA,NA,41,mixed,0.00774,0.00651,3.098,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Gulf coast, Florida, 1981-83",32121,840,NA,3,2002-01-27T00:00:00.000Z,NA,2002-01-27T00:00:00.000Z,NA,NA,NA,1191
Y,2985,1207,Sciaenops ocellatus,331,32121,25.7,111,FL,NA,NA,484,mixed,0.01001,0.00846,3.028,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Atlantic coast, Florida, 1981-83",32121,840,NA,3,2002-01-27T00:00:00.000Z,NA,2002-01-27T00:00:00.000Z,NA,NA,NA,1191
Y,6490,4773,Sebastes pachycephalus,573,40637,30,42,TL,NA,NA,3,unsexed,0.0201,0.0201,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,L-W relationship calculated from data in Ref. 40637.,3,2002-04-13T00:00:00.000Z,NA,2002-04-13T00:00:00.000Z,NA,NA,NA,4587
Y,8418,8236,Sillago maculata,307,30504,19.9,19.9,TL,NA,NA,1,unsexed,0.00761,0.00761,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00.000Z,NA,1999-06-15T00:00:00.000Z,NA,NA,NA,7925
Y,8419,8236,Sillago maculata,307,30504,NA,NA,SL,NA,NA,1,unsexed,0.01221,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00.000Z,NA,1999-06-15T00:00:00.000Z,NA,NA,NA,7925
,3432,1375,Sprattus sprattus,43,268,NA,NA,NA,NA,NA,NA,unsexed,0.00211,NA,3.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,North Sea,NA,826,NA,3,1992-07-15T00:00:00.000Z,NA,1993-06-04T00:00:00.000Z,NA,NA,NA,1357
,3433,1375,Sprattus sprattus,43,268,NA,NA,NA,NA,NA,NA,unsexed,0.00215,NA,3.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,West Scotland,NA,826B,NA,3,1992-07-15T00:00:00.000Z,NA,1993-05-06T00:00:00.000Z,NA,NA,NA,1357
,3434,1375,Sprattus sprattus,43,268,NA,NA,NA,NA,NA,NA,unsexed,0.00219,NA,3.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Clyde,NA,826A,NA,3,1992-07-15T00:00:00.000Z,NA,1993-06-04T00:00:00.000Z,NA,NA,NA,1357
,3435,1375,Sprattus sprattus,43,47114,11.9,13.6,TL,NA,NA,8,unsexed,0.0041,0.0041,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Western Baltic, 1900",47114,276,NA,1,2003-08-02T00:00:00.000Z,3,2003-08-02T00:00:00.000Z,NA,NA,NA,1357
,3436,1375,Sprattus sprattus,43,53846,8.6,11.9,TL,NA,NA,208,mixed,0.0226,NA,2.51,0.637,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"eastern Adriatic Sea, 1998-03",53846,191,NA,393,2008-07-04T00:00:00.000Z,NA,2008-07-04T00:00:00.000Z,NA,NA,NA,1357
,3437,1375,Sprattus sprattus,43,56510,6.6,10.6,FL,NA,NA,NA,Mixed,0.0039,0,3.4068,0.93664,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Black Sea,NA,810,NA,1287,2006-03-21T18:49:20.000Z,NA,2006-03-21T18:49:20.000Z,NA,NA,NA,1357
,10282,1375,Sprattus sprattus,43,86715,5.6,11.2,TL,NA,NA,2958,Female,0.008,NA,2.8639,0.85,NA,NA,NA,NA,NA,NA,2.821,2.907,Type II linear regression,"Central Black Sea, 2004-2005",86715,792,NA,3,2011-11-10T00:00:00.000Z,NA,2011-11-11T00:00:00.000Z,NA,NA,NA,1357
,10283,1375,Sprattus sprattus,43,86715,5.6,12.6,TL,NA,NA,2113,Male,0.0076,NA,2.8776,0.9,NA,NA,NA,NA,NA,NA,2.836,2.92,Type II linear regression,"Central Black Sea, 2004-2005",86715,792,NA,3,2011-11-10T00:00:00.000Z,NA,2011-11-11T00:00:00.000Z,NA,NA,NA,1357
,10284,1375,Sprattus sprattus,43,88089,3.8,5.5,TL,NA,yes,52,juvenile,0.0023,NA,3.528,0.795,NA,0.51,NA,NA,NA,NA,NA,NA,Type II linear regression,"Erdek Bay (27°20'- 27°52' E; 40°18'-40°28' N), Sea of Marmara, 2000-2001",88089,792,NA,3,2011-11-10T00:00:00.000Z,3,2012-03-30T00:00:00.000Z,NA,NA,NA,1357
,11205,1375,Sprattus sprattus,NA,89795,5.6,11.2,TL,NA,NA,2958,female,0.008,0.008,2.8639,0.85,NA,0.043,NA,NA,NA,NA,NA,NA,Type I linear regression,middle Black Sea / 2004-2005.,NA,792,NA,65,2012-10-17T00:00:00.000Z,NA,2012-10-17T00:00:00.000Z,NA,NA,NA,1357
,11206,1375,Sprattus sprattus,NA,89795,5.6,12.6,TL,NA,NA,2113,male,0.0076,0.0076,2.8776,0.9,NA,0.042,NA,NA,NA,NA,NA,NA,Type I linear regression,middle Black Sea / 2004-2005.,NA,792,NA,65,2012-10-17T00:00:00.000Z,NA,2012-10-17T00:00:00.000Z,NA,NA,NA,1357
Y,11207,1375,Sprattus sprattus,NA,89795,5.6,12.6,TL,NA,NA,5087,mixed,0.0079,0.0079,2.8676,0.88,NA,0.03,NA,NA,NA,NA,NA,NA,Type I linear regression,middle Black Sea / 2004-2005.,NA,792,NA,65,2012-10-17T00:00:00.000Z,NA,2012-10-17T00:00:00.000Z,NA,NA,NA,1357
,35969,1375,Sprattus sprattus,NA,91128,6,11.5,TL,NA,NA,3060,unsexed,0.01,0.01,2.733,0.78,NA,0.24,NA,NA,NA,NA,NA,NA,Type I linear regression,"Black Sea, 2006-2008",91128,100,NA,393,2014-07-29T00:00:00.000Z,NA,2014-07-29T00:00:00.000Z,NA,NA,NA,1357
,10092,55042,Sprattus sprattus,43,52153,NA,NA,TL,NA,NA,1,unsexed,0.00637,0.00637,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,233,NA,3,2004-09-16T00:00:00.000Z,NA,2004-09-16T00:00:00.000Z,NA,NA,NA,1357
,11472,55042,Sprattus sprattus,NA,94462,5.5,15.5,TL,NA,NA,9697,mixed,0.00377,NA,3.2,0.939,NA,NA,0.194,NA,0.00358,0.00397,3.17,3.22,Type I linear regression,"Baltic Sea, sub-divisions 22-32",94462,NA,ICES SMALK data from 2000-12.,393,2013-11-26T00:00:00.000Z,NA,2013-11-26T00:00:00.000Z,NA,NA,NA,1357
,11471,56829,Sprattus sprattus,NA,94462,5,15.5,TL,NA,NA,10639,mixed,0.00289,NA,3.36,0.954,NA,NA,0.083,NA,0.00277,0.00301,3.34,3.38,Type I linear regression,North Sea Sub-area IV,94462,NA,ICES SMALK data from 2000-12.,393,2013-11-26T00:00:00.000Z,NA,2013-11-26T00:00:00.000Z,NA,NA,NA,1357
,2522,990,Strongylura marina,207,6323,110,110,TL,NA,NA,1,unsexed,0.0011,0.0011,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from data given in Reference.,1,1999-06-17T00:00:00.000Z,NA,1999-06-17T00:00:00.000Z,NA,NA,NA,974
,2523,990,Strongylura marina,NA,55642,37.6,78.3,TL,NA,NA,12,Unsexed,7.00E-04,NA,3.175,0.993,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Central coast, 1993-2000",55642,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,974
Y,2524,990,Strongylura marina,NA,55642,35.3,73.4,SL,NA,NA,24,Unsexed,0.0011,NA,3.108,0.99,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Central coast, 1993-2000",55642,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,974
Y,11374,3499,Syngnathus leptorhynchus,NA,93899,6.8,38.5,TL,NA,NA,57,mixed,2.00E-04,NA,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,"Yaquina estuary, Oregon (44°38'N, 124°13'W), 1975-76",93899,840,Only 2 pipefish were over 34. cm; the regression equation underestimates weight of the largest fish.,3,2013-07-18T00:00:00.000Z,NA,2013-07-18T00:00:00.000Z,NA,NA,NA,3303
,3438,1378,Syngnathus typhle,258,982,7,24,TL,NA,Yes,NA,unsexed,0.00034,0.00034,2.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Kiel Bight,982,276,used gutted weight,3,1992-01-12T00:00:00.000Z,3,2012-03-08T00:00:00.000Z,NA,NA,NA,1360
,3439,1378,Syngnathus typhle,258,50933,9.7,28.1,SL,NA,NA,167,mixed,0.00024,NA,3.172,0.95844,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"East coast, 1995",50933,724,NA,3,2004-04-19T00:00:00.000Z,NA,2009-03-25T00:00:00.000Z,NA,NA,NA,1360
,3440,1378,Syngnathus typhle,258,59118,8.2,12.7,TL,NA,NA,31,unsexed,1.00E-04,NA,3.222,0.965,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"River Cetina estuary, middle Adriatic, 2000-2004",59118,191,NA,3,2009-05-04T00:00:00.000Z,NA,2009-05-07T00:00:00.000Z,NA,NA,NA,1360
,3441,1378,Syngnathus typhle,258,72413,NA,NA,TL,NA,NA,93,unsexed,1.00E-04,1.00E-04,3.05,0.9025,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Izmir Bay,NA,792,NA,1,2008-01-10T00:00:00.000Z,NA,2008-01-10T00:00:00.000Z,NA,NA,NA,1360
,3442,1378,Syngnathus typhle,258,72413,NA,NA,TL,NA,NA,14,unsexed,2.00E-04,NA,3.22,0.9409,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Izmir Bay,NA,792,NA,1,2008-01-10T00:00:00.000Z,NA,2008-01-10T00:00:00.000Z,NA,NA,NA,1360
,3443,1378,Syngnathus typhle,258,72413,4,25.8,TL,No,No,125,unsexed,3.00E-04,3.00E-04,3,0.9604,NA,NA,NA,NA,NA,NA,2.94,3.06,type I linear regression,"Izmir Bay, Aegean Sea, 2000 - 2002",NA,792,Transferred a = 3E-07 in mm to cm; 95% CL of b = +/- 0.06,1,2008-01-10T00:00:00.000Z,3,2011-05-19T00:00:00.000Z,NA,NA,NA,1360
Y,10285,1378,Syngnathus typhle,258,88089,6.2,31.6,TL,NA,NA,375,unsexed,2.00E-04,NA,3.196,0.965,NA,0.062,NA,NA,NA,NA,NA,NA,Type II linear regression,"Erdek Bay (27°20'- 27°52' E; 40°18'-40°28' N), Sea of Marmara, 2000-2001",88089,792,NA,3,2011-11-10T00:00:00.000Z,3,2012-03-15T00:00:00.000Z,NA,NA,NA,1360
,35981,1378,Syngnathus typhle,NA,91093,1.61,22.7,TL,NA,NA,61,unsexed,4.00E-04,4.00E-04,2.98,0.86,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,"Candarli Bay, north Aegean Sea, 2006-2008",91093,792,NA,393,2014-07-29T00:00:00.000Z,NA,2014-07-29T00:00:00.000Z,NA,NA,NA,1360
,5065,2915,Synodus foetens,160,4528,13,24,TL,NA,NA,218,unsexed,0.00769,0.00769,2.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Gulf of Mexico, Louisiana & Mississippi",4528,840,NA,3,1992-08-04T00:00:00.000Z,NA,1993-02-25T00:00:00.000Z,NA,NA,NA,2719
,5066,2915,Synodus foetens,160,6937,30.5,30.5,FL,NA,NA,1,unsexed,0.00864,NA,2.979,1,0,0,NA,NA,NA,NA,NA,NA,other,Southern Florida,6937,840,"Preliminary estimate; intercept forced through a point at or close to the origin by adding a ""zero"" data point.",82,1994-05-14T00:00:00.000Z,3,2011-07-29T00:00:00.000Z,NA,NA,NA,2719
,5067,2915,Synodus foetens,160,11824,16,26,FL,NA,NA,12,unsexed,0.00348,0.00152,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,New York Bight,12035,840,NA,3,1996-09-27T00:00:00.000Z,NA,2011-11-10T00:00:00.000Z,NA,NA,NA,2719
,5068,2915,Synodus foetens,160,39376,13.8,47,TL,NA,NA,30,unsexed,0.00835,0.00835,2.952,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Rio Grande do Sul (28°-34°S),39376,76,NA,3,2001-08-14T00:00:00.000Z,3,2002-06-12T00:00:00.000Z,NA,NA,NA,2719
Y,5069,2915,Synodus foetens,NA,40728,9.8,35.9,TL,NA,NA,65,Unsexed,0.00265,NA,3.252,0.994,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern region (São Sebastião System), São Paulo, 1997",40728,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,2719
,5070,2915,Synodus foetens,160,80009,4.3,37,TL,NA,NA,45,mixed,0.00354,NA,3.178,0.99002,0.106,0.044,NA,NA,NA,NA,NA,NA,type I linear regression,"Espirito Santo (0°S - 25°S), 2003-2004",80009,76,NA,3,2009-01-19T00:00:00.000Z,2,2014-05-14T00:00:00.000Z,NA,NA,NA,2719
,5071,2915,Synodus foetens,NA,83872,8,44,TL,NA,NA,61,Unsexed,0.0029,NA,3.21,0.993,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Southeastern region, 1995-1996",83872,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,2719
,36541,2915,Synodus foetens,NA,95265,3.1,23.5,SL,NA,NA,87,unsexed,0.0021,NA,3.515,0.988,NA,0.041,NA,NA,NA,NA,3.434,3.597,Type I linear regression,"Celestun lagoon, Yucatan, 1990-2006",95265,484,Weight range: 0.13 - 112.86 g.,393,2015-04-02T00:00:00.000Z,NA,2015-04-02T00:00:00.000Z,NA,NA,NA,2719
,5074,2920,Synodus myops,160,30504,18.5,23,TL,NA,NA,2,unsexed,0.00997,0.00997,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00.000Z,NA,1999-06-15T00:00:00.000Z,NA,NA,NA,2724
,5075,2920,Synodus myops,160,30504,16.2,20,SL,NA,NA,2,unsexed,0.015,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00.000Z,NA,1999-06-15T00:00:00.000Z,NA,NA,NA,2724
Y,5076,2920,Synodus myops,NA,55642,22.5,32.6,TL,NA,NA,21,Unsexed,4.00E-04,NA,3.972,0.981,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Central coast, 1993-2000",55642,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,2724
,5077,2920,Synodus myops,NA,55642,20.6,30,FL,NA,NA,21,Unsexed,7.00E-04,NA,3.881,0.976,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Central coast, 1993-2000",55642,76,NA,564,2009-11-13T00:00:00.000Z,3,2010-04-29T00:00:00.000Z,NA,NA,NA,2724
,5663,3786,Umbrina roncador,331,40637,38.7,55.9,TL,NA,NA,4,unsexed,0.0136,0.0136,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,L-W relationship calculated from data in Ref. 40637.,3,2002-04-13T00:00:00.000Z,NA,2002-04-13T00:00:00.000Z,NA,NA,NA,3590
Y,36035,3786,Umbrina roncador,NA,91172,4,42,TL,NA,NA,137,unsexed,0.01,0.01,2.981,0.994,NA,0.001,NA,NA,NA,NA,NA,NA,Type I linear regression,"Gulf of California (Southern Sinaloa and Nayarit), 2005-2007",91172,484,NA,393,2014-07-30T00:00:00.000Z,NA,2014-07-30T00:00:00.000Z,NA,NA,NA,3590
,9191,13341,Zosterisessor ophiocephalus,405,50932,10.2,16.5,TL,NA,NA,15,unsexed,0.011,0.011,2.998,0.86118,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Porto-Lagos, NE Aegean, 1988-90",50932,300,NA,3,2004-04-17T00:00:00.000Z,NA,2017-04-04T00:00:00.000Z,NA,NA,NA,13018
Y,9192,13341,Zosterisessor ophiocephalus,405,59118,10.5,17.5,TL,NA,NA,20,unsexed,0.011,NA,2.97,0.88,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"River Cetina estuary, middle Adriatic, 2000-2004",59118,191,NA,3,2009-05-04T00:00:00.000Z,NA,2009-05-07T00:00:00.000Z,NA,NA,NA,13018
,35989,13341,Zosterisessor ophiocephalus,NA,91093,6.5,7,TL,NA,NA,4,unsexed,0.0041,0.0041,3.339,0.888,NA,NA,NA,NA,NA,NA,NA,NA,Type I linear regression,"Candarli Bay, north Aegean Sea, 2006-2008",91093,792,NA,393,2014-07-29T00:00:00.000Z,NA,2014-07-29T00:00:00.000Z,NA,NA,NA,13018
